A0: 1 Cores	 0.75 GB RAM	 20 GB ~ 0.077 - 56.37~ 0.048 - 423.11~ 0.034 - 880.38 ~ A0
E48 v3: 48 vCPUs	 384 GB RAM	 1200 GB 
E64i v3: 64 vCPUs	 432 GB RAM	 1600 GB 
E64 v3: 64 vCPUs	 432 GB RAM	 1600 GB 
E2 v4: 2 vCPUs	 16 GB RAM	 0 GB 
E4 v4: 4 vCPUs	 32 GB RAM	 0 GB 
E8 v4: 8 vCPUs	 64 GB RAM	 0 GB 
E16 v4: 16 vCPUs	 128 GB RAM	 0 GB 
E32 v4: 32 vCPUs	 256 GB RAM	 0 GB 
E48 v4: 48 vCPUs	 384 GB RAM	 0 GB 
E64 v4: 64 vCPUs	 504 GB RAM	 0 GB 
E2 v5: 2 vCPUs	 16 GB RAM	 0 GB 
E4 v5: 4 vCPUs	 32 GB RAM	 0 GB 
E8 v5: 8 vCPUs	 64 GB RAM	 0 GB 
E16 v5: 16 vCPUs	 128 GB RAM	 0 GB 
E20 v5: 20 vCPUs	 160 GB RAM	 0 GB 
E32 v5: 32 vCPUs	 256 GB RAM	 0 GB 
E48 v5: 48 vCPUs	 384 GB RAM	 0 GB 
E64 v5: 64 vCPUs	 512 GB RAM	 0 GB 
E96 v5: 96 vCPUs	 672 GB RAM	 3600 GB 
E104i v5: 104 vCPUs	 672 GB RAM	 0 GB 
F1: 1 vCPUs	 2 GB RAM	 16 GB 
F2: 2 vCPUs	 4 GB RAM	 32 GB 
F4: 4 vCPUs	 8 GB RAM	 64 GB 
F8: 8 vCPUs	 16 GB RAM	 128 GB 
F16: 16 vCPUs	 32 GB RAM	 256 GB 
F1s: 1 vCPUs	 2 GB RAM	 4 GB 
F2s: 2 vCPUs	 4 GB RAM	 8 GB 
F4s: 4 vCPUs	 8 GB RAM	 16 GB 
F8s: 8 vCPUs	 16 GB RAM	 32 GB 
F16s: 16 vCPUs	 32 GB RAM	 64 GB 
F2s v2: 2 vCPUs	 4 GB RAM	 16 GB 
F4s v2: 4 vCPUs	 8 GB RAM	 32 GB 
F8s v2: 8 vCPUs	 16 GB RAM	 64 GB 
F16s v2: 16 vCPUs	 32 GB RAM	 128 GB 
F32s v2: 32 vCPUs	 64 GB RAM	 256 GB 
F48s v2: 48 vCPUs	 96 GB RAM	 384 GB 
F64s v2: 64 vCPUs	 128 GB RAM	 512 GB 
F72s v2: 72 vCPUs	 144 GB RAM	 576 GB 
G1: 2 vCPUs	 28 GB RAM	 384 GB 
G2: 4 vCPUs	 56 GB RAM	 768 GB 
G3: 8 vCPUs	 112 GB RAM	 1536 GB 
G4: 16 vCPUs	 224 GB RAM	 3072 GB 
G5: 32 vCPUs	 448 GB RAM	 6144 GB 
Gs44: 4 vCPUs	 224 GB RAM	 3072 GB 
Gs48: 8 vCPUs	 224 GB RAM	 3072 GB 
Gs58: 8 vCPUs	 448 GB RAM	 6144 GB 
Gs516: 16 vCPUs	 448 GB RAM	 6144 GB 
Gs1: 2 vCPUs	 28 GB RAM	 56 GB 
Gs2: 4 vCPUs	 56 GB RAM	 112 GB 
Gs3: 8 vCPUs	 112 GB RAM	 224 GB 
Gs4: 16 vCPUs	 224 GB RAM	 448 GB 
Gs5: 32 vCPUs	 448 GB RAM	 896 GB 
H8: 8 Cores	 56 GB RAM	 1000 GB 
H16: 16 Cores	 112 GB RAM	 2000 GB 
H8m: 8 Cores	 112 GB RAM	 1000 GB 
H16m: 16 Cores	 224 GB RAM	 2000 GB 
H16mr: 16 Cores	 224 GB RAM	 2000 GB 
H16r: 16 Cores	 112 GB RAM	 2000 GB 
L4s: 4 vCPUs	 32 GB RAM	 678 GB 
L8s: 8 vCPUs	 64 GB RAM	 1388 GB 
L16s: 16 vCPUs	 128 GB RAM	 2807 GB 
L32s: 32 vCPUs	 256 GB RAM	 5630 GB 
L8s v2: 8 vCPUs	 64 GB RAM	 80 GB 
L16s v2: 16 vCPUs	 128 GB RAM	 160 GB 
L32s v2: 32 vCPUs	 256 GB RAM	 320 GB 
L48s v2: 48 vCPUs	 384 GB RAM	 480 GB 
L64s v2: 64 vCPUs	 512 GB RAM	 640 GB 
L80s v2: 80 vCPUs	 640 GB RAM	 800 GB 
M32dms v2: 32 vCPUs	 875 GB RAM	 1024 GB 
M64dms v2: 64 vCPUs	 1792 GB RAM	 2048 GB 
M64ds v2: 64 vCPUs	 1024 GB RAM	 2048 GB 
M128dms v2: 128 vCPUs	 3892 GB RAM	 4096 GB 
M128ds v2: 128 vCPUs	 2048 GB RAM	 4096 GB 
M192idms v2: 192 vCPUs	 4096 GB RAM	 4096 GB 
M192ids v2: 192 vCPUs	 2048 GB RAM	 4096 GB 
M64: 64 vCPUs	 1024 GB RAM	 7168 GB 
M128: 128 vCPUs	 2000 GB RAM	 14336 GB 
M32ls: 32 vCPUs	 256 GB RAM	 1024 GB 
M64ls: 64 vCPUs	 512 GB RAM	 2048 GB 
M64m: 64 vCPUs	 1750 GB RAM	 7168 GB 
M128m: 128 vCPUs	 3800 GB RAM	 14336 GB 
M82ms: 2 vCPUs	 218.75 GB RAM	 256 GB 
M84ms: 4 vCPUs	 218.75 GB RAM	 256 GB 
M8ms: 8 vCPUs	 218.75 GB RAM	 256 GB 
M164ms: 4 vCPUs	 437.5 GB RAM	 256 GB 
M168ms: 8 vCPUs	 437.5 GB RAM	 256 GB 
M16ms: 16 vCPUs	 437.5 GB RAM	 512 GB 
M328ms: 8 vCPUs	 875 GB RAM	 1024 GB 
M3216ms: 16 vCPUs	 875 GB RAM	 1024 GB 
M32ms: 32 vCPUs	 875 GB RAM	 1024 GB 
M6416ms: 16 vCPUs	 1750 GB RAM	 2048 GB 
M6432ms: 32 vCPUs	 1750 GB RAM	 2048 GB 
M64ms: 64 vCPUs	 1750 GB RAM	 2048 GB 
M12832ms: 32 vCPUs	 3800 GB RAM	 4096 GB 
M12864ms: 64 vCPUs	 3800 GB RAM	 4096 GB 
M128ms: 128 vCPUs	 3800 GB RAM	 4096 GB 
M64s: 64 vCPUs	 1024 GB RAM	 2048 GB 
M128s: 128 vCPUs	 2000 GB RAM	 4096 GB 
M32ts: 32 vCPUs	 192 GB RAM	 1024 GB 
M32ms v2: 32 vCPUs	 875 GB RAM	 0 GB 
M64ms v2: 64 vCPUs	 1792 GB RAM	 0 GB 
M64s v2: 64 vCPUs	 1024 GB RAM	 0 GB 
M128ms v2: 128 vCPUs	 3892 GB RAM	 0 GB 
M128s v2: 128 vCPUs	 2048 GB RAM	 0 GB 
M192ims v2: 192 vCPUs	 4096 GB RAM	 0 GB 
M192is v2: 192 vCPUs	 2048 GB RAM	 0 GB 
M208ms v2: 208 vCPUs	 5700 GB RAM	 4096 GB 
M416ms v2: 416 vCPUs	 11400 GB RAM	 8192 GB 
M208s v2: 208 vCPUs	 2850 GB RAM	 4096 GB 
M416s v2: 416 vCPUs	 5700 GB RAM	 8192 GB 
NC4as T4 v3: 4 vCPUs	 28 GB RAM	 180 GB 
NC8as T4 v3: 8 vCPUs	 56 GB RAM	 360 GB 
NC16as T4 v3: 16 vCPUs	 110 GB RAM	 360 GB 
NC64as T4 v3: 64 vCPUs	 440 GB RAM	 2880 GB 
NC6s v3: 6 vCPUs	 112 GB RAM	 336 GB 
NC12s v3: 12 vCPUs	 224 GB RAM	 672 GB 
NC24s v3: 24 vCPUs	 448 GB RAM	 1344 GB 
NC24rs v3: 24 vCPUs	 448 GB RAM	 1344 GB 
NV12s v3: 12 vCPUs	 112 GB RAM	 736 GB 
NV24s v3: 24 vCPUs	 224 GB RAM	 1474 GB 
NV48s v3: 48 vCPUs	 448 GB RAM	 2948 GB 
